form_record_id;parent_form_id;parent_field_id;parent_record_id;Tipo;Titolo;URL;Stato record
rec-6e99fbad5a9b4e8ab29333599e058a4e;frm-9821443cdb6d48b18f5a09b454328e37;fld-157727bc8ae045feb0dec3fd44370913;rec-d6eab85b30ac4267a6433774fb481dfd;Video;"CAFE' CARACAS ""rasta way"" live at Banana Moon - Firenze 19 gennaio 1980";https://www.youtube.com/watch?v=O_oMxZtfalY;
